Scenario,InitialDiff,ResourceOverlap,FracRefuge,FightingDiff,MutationRate,BaseNestlSurv,NestSurvSpeciesModifier,Replicates_ALL,Replicates_NF,Replicates_nf_1K,Replicates_nf_end,Pr_Coexist,Pr_Sp1_Extinct,Pr_Sp2_Extinct,Coexistence_outcome,Mean_coexistence,dZ1_1K,dZ2_1K,dMu1_1K,dMu2_1K,dSig1_1K,dSig2_1K,dZ1Mu1_1K,dZ2Mu2_1K,dZ1Mu2_1K,dZ2Mu1_1K,Pr_Divergence_1K,Pr_Sp1diverging_1K,Pr_Sp2diverging_1K,Pr_Convergence_1K,Pr_Sp1converging_1K,Pr_Sp2converging_1K,Pr_Sp1chasing2_1K,Pr_Sp2chasing1_1K,Pr_Stasis_1K,Pr_Z1diverging_1K,Pr_Z2diverging_1K,Pr_Mu1diverging_1K,Pr_Mu2diverging_1K,Pr_Z1converging_1K,Pr_Z2converging_1K,Pr_Mu1converging_1K,Pr_Mu2converging_1K,Pr_Z1Mu2diverging_1K,Pr_Z2Mu1diverging_1K,Pr_Z2Mu1converging_1K,Pr_Z1Mu2converging_1K,Pr_Z1Z2diverging_1K,Pr_Mu1Mu2diverging_1K,Pr_Z1Z2converging_1K,Pr_Mu1Mu2converging_1K,Pr_Z1chasingMu2_1K,Pr_Z2chasingMu1_1K,Pr_Mu1chasingZ2_1K,Pr_Mu2chasingZ1_1K,Trait_outcome_1K,dZ1,dZ2,dMu1,dMu2,dSig1,dSig2,dZ1Mu1,dZ2Mu2,dZ1Mu2,dZ2Mu1,Pr_Divergence,Pr_Sp1diverging,Pr_Sp2diverging,Pr_Convergence,Pr_Sp1converging,Pr_Sp2converging,Pr_Sp1chasing2,Pr_Sp2chasing1,Pr_Stasis,Pr_Z1diverging,Pr_Z2diverging,Pr_Mu1diverging,Pr_Mu2diverging,Pr_Z1converging,Pr_Z2converging,Pr_Mu1converging,Pr_Mu2converging,Pr_Z1Mu2diverging,Pr_Z2Mu1diverging,Pr_Z2Mu1converging,Pr_Z1Mu2converging,Pr_Z1Z2diverging,Pr_Mu1Mu2diverging,Pr_Z1Z2converging,Pr_Mu1Mu2converging,Pr_Z1chasingMu2,Pr_Z2chasingMu1,Pr_Mu1chasingZ2,Pr_Mu2chasingZ1,Trait_outcome
647,1,0.2,0.65,-5,1e-04,0.29167,0.023,13,13,13,13,1,0,0,Coexist,8999,-1.85035187592308,1.39637702892308,-1.84757896892308,1.86459380292308,0.300428768076923,-0.120244407769231,0.0642413930769231,0.155508894692308,4.41715805153846,4.49902105823077,0.769230769230769,0.153846153846154,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp1diverging_Sp2diverging_Divergence,-1.85035187592308,1.39637702892308,-1.84757896892308,1.86459380292308,0.300428768076923,-0.120244407769231,0.0642413930769231,0.155508894692308,4.41715805153846,4.49902105823077,0.769230769230769,0.153846153846154,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp1diverging_Sp2diverging_Divergence
648,1,0.2,0.65,0,1e-04,0.29167,0.023,13,12,0,13,0,1,0,Sp1_extinct,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct
649,1,0.2,0.75,-50,1e-04,0.29167,0.023,14,14,14,14,1,0,0,Coexist,8999,-0.798637803214286,2.1924730475,-0.701349581142857,2.65726645607143,0.677725137714286,-0.143441088928571,0.140317205714286,0.0836395776428571,4.33668217607143,4.39828019992857,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-0.798637803214286,2.1924730475,-0.701349581142857,2.65726645607143,0.677725137714286,-0.143441088928571,0.140317205714286,0.0836395776428571,4.33668217607143,4.39828019992857,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
650,1,0.2,0.75,-25,1e-04,0.29167,0.023,12,10,10,10,1,0,0,Coexist,8999,-0.889662065,2.1826311609,-1.0222508537,2.3122383055,0.4642888338,-0.1639478848,0.0737088022,0.151716407,4.1191099841,4.0517675945,0.4,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp1diverging_Sp2diverging_Divergence,-0.889662065,2.1826311609,-1.0222508537,2.3122383055,0.4642888338,-0.1639478848,0.0737088022,0.151716407,4.1191099841,4.0517675945,0.4,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp1diverging_Sp2diverging_Divergence
651,1,0.2,0.75,-15,1e-04,0.29167,0.023,14,14,14,14,1,0,0,Coexist,8999,-1.17624191542857,1.94688870028571,-1.07649098371429,1.89495286228571,0.5061119425,-0.282113362642857,0.0946581833571428,0.134285176,4.04261931321429,4.17655177692857,0.571428571428571,0.0714285714285714,0.357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp1diverging_Sp2diverging_Divergence,-1.17624191542857,1.94688870028571,-1.07649098371429,1.89495286228571,0.5061119425,-0.282113362642857,0.0946581833571428,0.134285176,4.04261931321429,4.17655177692857,0.571428571428571,0.0714285714285714,0.357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp1diverging_Sp2diverging_Divergence
652,1,0.2,0.75,-10,1e-04,0.29167,0.023,14,14,14,14,1,0,0,Coexist,8999,-1.525014661,1.9369425475,-1.54235051571429,1.48623598828571,0.384866657285714,-0.113966398642857,0.102132673071429,0.247018803357143,4.21493903192857,4.43375104907143,0.785714285714286,0.142857142857143,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp1diverging_Sp2diverging_Divergence,-1.525014661,1.9369425475,-1.54235051571429,1.48623598828571,0.384866657285714,-0.113966398642857,0.102132673071429,0.247018803357143,4.21493903192857,4.43375104907143,0.785714285714286,0.142857142857143,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp1diverging_Sp2diverging_Divergence
653,1,0.2,0.75,-5,1e-04,0.29167,0.023,14,11,5,5,0.454545454545455,0.545454545454545,0,Coexist_or_sp1_extinct,4124.45454545455,-1.7409758966,1.2194877364,-1.731219017,1.5472290448,0.1691989606,-0.0870657306,0.0993473776,0.0484229678,4.1952879586,4.193207445,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp1diverging_Divergence,-1.7409758966,1.2194877364,-1.731219017,1.5472290448,0.1691989606,-0.0870657306,0.0993473776,0.0484229678,4.1952879586,4.193207445,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp1diverging_Divergence
654,1,0.2,0.75,0,1e-04,0.29167,0.023,14,13,0,5,0,1,0,Sp1_extinct,25.9230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct
655,1,0.2,0.85,-50,1e-04,0.29167,0.023,16,15,5,0,0,1,0,Sp1_extinct,1551,-0.653950585,1.205317599,-0.362084816,1.5962182322,0.3963886956,-0.1946869522,0.1069149662,0.5417246108,3.281387455,3.0207613338,0.2,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct
656,1,0.2,0.85,-25,1e-04,0.29167,0.023,14,14,4,0,0,1,0,Sp1_extinct,1051.14285714286,-0.38353019575,1.195086622,-0.3240343775,1.196443799,0.036235139,-0.218198073,0.092286988,0.16299720925,2.32555392525,2.24367625,0,0.25,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp1diverging_Sp2diverging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct
657,1,0.2,0.85,-15,1e-04,0.29167,0.023,16,16,2,0,0,1,0,Sp1_extinct,814.625,-0.5595837825,1.1262648515,-0.72021233,1.589536655,0.054243989,-0.273128103,0.136801464,0.153619705,2.6462074705,2.93662864,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp1diverging_Sp2diverging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct
658,1,0.2,0.85,-10,1e-04,0.29167,0.023,16,14,0,0,0,1,0,Sp1_extinct,136.142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct
659,1,0.2,0.85,-5,1e-04,0.29167,0.023,16,13,0,0,0,1,0,Sp1_extinct,20.5384615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct
660,1,0.2,0.85,0,1e-04,0.29167,0.023,14,14,0,0,0,1,0,Sp1_extinct,14.7142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct
661,1,0.2,0.9,-50,1e-04,0.29167,0.023,16,12,0,0,0,1,0,Sp1_extinct,70.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct
662,1,0.2,0.9,-25,1e-04,0.29167,0.023,14,12,0,0,0,1,0,Sp1_extinct,73.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct
663,1,0.2,0.9,-15,1e-04,0.29167,0.023,16,15,0,0,0,1,0,Sp1_extinct,47.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct
664,1,0.2,0.9,-10,1e-04,0.29167,0.023,16,12,0,0,0,1,0,Sp1_extinct,13.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct
665,1,0.2,0.9,-5,1e-04,0.29167,0.023,16,11,0,0,0,1,0,Sp1_extinct,9.90909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct
666,1,0.2,0.9,0,1e-04,0.29167,0.023,14,12,0,0,0,1,0,Sp1_extinct,10.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct
667,1,0.2,0.95,-50,1e-04,0.29167,0.023,16,12,0,0,0,1,0,Sp1_extinct,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct
668,1,0.2,0.95,-25,1e-04,0.29167,0.023,14,10,0,0,0,1,0,Sp1_extinct,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct
669,1,0.2,0.95,-15,1e-04,0.29167,0.023,16,14,0,0,0,1,0,Sp1_extinct,8.57142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct
670,1,0.2,0.95,-10,1e-04,0.29167,0.023,16,14,0,0,0,1,0,Sp1_extinct,8.92857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct
671,1,0.2,0.95,-5,1e-04,0.29167,0.023,16,13,0,0,0,1,0,Sp1_extinct,8.76923076923077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct
672,1,0.2,0.95,0,1e-04,0.29167,0.023,14,12,0,0,0,1,0,Sp1_extinct,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp1_extinct
673,1,0.25,0,-50,1e-04,0.29167,0.023,14,13,1,1,0.0769230769230769,0,0.923076923076923,Coexist_or_sp2_extinct,713.615384615385,0.146912469,4.374167562,-0.246600777,4.287310901,1.405025882,0.52937999,0.08612845,0.533105857,5.598293387,6.045270794,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging,0.146912469,4.374167562,-0.246600777,4.287310901,1.405025882,0.52937999,0.08612845,0.533105857,5.598293387,6.045270794,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging
674,1,0.25,0,-25,1e-04,0.29167,0.023,16,10,0,1,0,0,1,Sp2_extinct,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp2_extinct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp2_extinct
675,1,0.25,0,-15,1e-04,0.29167,0.023,14,13,4,4,0.307692307692308,0,0.692307692307692,Coexist_or_sp2_extinct,2780.53846153846,-0.12208605925,3.78415062275,-0.15710135375,3.71083117925,0.85616689025,0.38077808025,0.09182746425,0.1438213195,5.16877203425,5.40442081825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging,-0.12208605925,3.78415062275,-0.15710135375,3.71083117925,0.85616689025,0.38077808025,0.09182746425,0.1438213195,5.16877203425,5.40442081825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging
676,1,0.25,0,-10,1e-04,0.29167,0.023,14,14,5,5,0.357142857142857,0,0.642857142857143,Coexist_or_sp2_extinct,3232.57142857143,-0.6185515808,3.6872619926,-0.6457863644,3.4668798682,0.621945095,0.4556390888,0.084397126,0.1528090298,5.4699890024,5.499098788,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-0.6185515808,3.6872619926,-0.6457863644,3.4668798682,0.621945095,0.4556390888,0.084397126,0.1528090298,5.4699890024,5.499098788,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
677,1,0.25,0,-5,1e-04,0.29167,0.023,14,12,11,11,0.916666666666667,0,0.0833333333333333,Coexist_or_sp2_extinct,8254,-1.10029878927273,2.77339706336364,-1.00351225372727,3.06304375990909,0.591422193363636,0.322031494272727,0.0704148539090909,0.119074207363636,5.13020955990909,5.15298399409091,0.636363636363636,0,0.363636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-1.10029878927273,2.77339706336364,-1.00351225372727,3.06304375990909,0.591422193363636,0.322031494272727,0.0704148539090909,0.119074207363636,5.13020955990909,5.15298399409091,0.636363636363636,0,0.363636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
678,1,0.25,0,0,1e-04,0.29167,0.023,14,14,14,14,1,0,0,Coexist,8999,-1.874909105,2.3168428865,-2.01040159628571,2.50164996192857,0.649870555714286,0.610207149071429,0.0912533797142857,0.060653716,5.47720615321429,5.4946947595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Divergence,-1.874909105,2.3168428865,-2.01040159628571,2.50164996192857,0.649870555714286,0.610207149071429,0.0912533797142857,0.060653716,5.47720615321429,5.4946947595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Divergence
679,1,0.25,0.05,-50,1e-04,0.29167,0.023,14,14,5,5,0.357142857142857,0,0.642857142857143,Coexist_or_sp2_extinct,3236.85714285714,-0.1565940408,4.12769539,-0.242098011,4.081674334,1.1467612338,0.305845606,0.1129628014,0.151886189,5.5475617906,5.6978791398,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging,-0.1565940408,4.12769539,-0.242098011,4.081674334,1.1467612338,0.305845606,0.1129628014,0.151886189,5.5475617906,5.6978791398,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging
680,1,0.25,0.05,-25,1e-04,0.29167,0.023,16,12,2,2,0.166666666666667,0,0.833333333333333,Coexist_or_sp2_extinct,1534,-0.2081373335,4.4875439945,-0.3562116315,3.4152315715,1.164814035,0.410895538,0.08532324,0.246904104,5.4589846545,5.7116440635,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging,-0.2081373335,4.4875439945,-0.3562116315,3.4152315715,1.164814035,0.410895538,0.08532324,0.246904104,5.4589846545,5.7116440635,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging
681,1,0.25,0.05,-15,1e-04,0.29167,0.023,14,14,9,9,0.642857142857143,0,0.357142857142857,Coexist_or_sp2_extinct,5799.71428571429,-0.139418445333333,4.09583440033333,-0.200103781666667,3.77161215033333,0.950126325555556,0.313366564444444,0.0800097598888889,0.189941521777778,5.15271943377778,5.341263997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging,-0.139418445333333,4.09583440033333,-0.200103781666667,3.77161215033333,0.950126325555556,0.313366564444444,0.0800097598888889,0.189941521777778,5.15271943377778,5.341263997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging
682,1,0.25,0.05,-10,1e-04,0.29167,0.023,14,14,14,14,1,0,0,Coexist,8999,-0.393501362285714,3.81455363707143,-0.398451864642857,3.87924792378571,0.829103562285714,0.433725944071429,0.0973462924285714,0.166508652714286,5.22949653585714,5.37527684035714,0.0714285714285714,0,0.928571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-0.393501362285714,3.81455363707143,-0.398451864642857,3.87924792378571,0.829103562285714,0.433725944071429,0.0973462924285714,0.166508652714286,5.22949653585714,5.37527684035714,0.0714285714285714,0,0.928571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
683,1,0.25,0.05,-5,1e-04,0.29167,0.023,14,13,13,13,1,0,0,Coexist,8999,-0.877657822153846,3.40115804461538,-0.944100654384615,3.149682556,0.732629520307692,0.358263145846154,0.0618285906153846,0.107657828538462,5.23375043,5.32903202069231,0.615384615384615,0,0.384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-0.877657822153846,3.40115804461538,-0.944100654384615,3.149682556,0.732629520307692,0.358263145846154,0.0618285906153846,0.107657828538462,5.23375043,5.32903202069231,0.615384615384615,0,0.384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
