Scenario,InitialDiff,ResourceOverlap,FracRefuge,FightingDiff,MutationRate,BaseNestlSurv,NestSurvSpeciesModifier,Replicates_ALL,Replicates_NF,Replicates_nf_1K,Replicates_nf_end,Pr_Coexist,Pr_Sp1_Extinct,Pr_Sp2_Extinct,Coexistence_outcome,Mean_coexistence,dZ1_1K,dZ2_1K,dMu1_1K,dMu2_1K,dSig1_1K,dSig2_1K,dZ1Mu1_1K,dZ2Mu2_1K,dZ1Mu2_1K,dZ2Mu1_1K,Pr_Divergence_1K,Pr_Sp1diverging_1K,Pr_Sp2diverging_1K,Pr_Convergence_1K,Pr_Sp1converging_1K,Pr_Sp2converging_1K,Pr_Sp1chasing2_1K,Pr_Sp2chasing1_1K,Pr_Stasis_1K,Pr_Z1diverging_1K,Pr_Z2diverging_1K,Pr_Mu1diverging_1K,Pr_Mu2diverging_1K,Pr_Z1converging_1K,Pr_Z2converging_1K,Pr_Mu1converging_1K,Pr_Mu2converging_1K,Pr_Z1Mu2diverging_1K,Pr_Z2Mu1diverging_1K,Pr_Z2Mu1converging_1K,Pr_Z1Mu2converging_1K,Pr_Z1Z2diverging_1K,Pr_Mu1Mu2diverging_1K,Pr_Z1Z2converging_1K,Pr_Mu1Mu2converging_1K,Pr_Z1chasingMu2_1K,Pr_Z2chasingMu1_1K,Pr_Mu1chasingZ2_1K,Pr_Mu2chasingZ1_1K,Trait_outcome_1K,dZ1,dZ2,dMu1,dMu2,dSig1,dSig2,dZ1Mu1,dZ2Mu2,dZ1Mu2,dZ2Mu1,Pr_Divergence,Pr_Sp1diverging,Pr_Sp2diverging,Pr_Convergence,Pr_Sp1converging,Pr_Sp2converging,Pr_Sp1chasing2,Pr_Sp2chasing1,Pr_Stasis,Pr_Z1diverging,Pr_Z2diverging,Pr_Mu1diverging,Pr_Mu2diverging,Pr_Z1converging,Pr_Z2converging,Pr_Mu1converging,Pr_Mu2converging,Pr_Z1Mu2diverging,Pr_Z2Mu1diverging,Pr_Z2Mu1converging,Pr_Z1Mu2converging,Pr_Z1Z2diverging,Pr_Mu1Mu2diverging,Pr_Z1Z2converging,Pr_Mu1Mu2converging,Pr_Z1chasingMu2,Pr_Z2chasingMu1,Pr_Mu1chasingZ2,Pr_Mu2chasingZ1,Trait_outcome
1,1,0,0,-50,1e-04,0.29167,0.023,14,14,5,5,0.357142857142857,0,0.642857142857143,Coexist_or_sp2_extinct,3225.42857142857,-0.6520177188,3.496238916,-0.6268247508,3.3769055382,0.3695631114,-0.0214504308,0.1540805772,0.054502815,5.0157811328,5.1264898136,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-0.6520177188,3.496238916,-0.6268247508,3.3769055382,0.3695631114,-0.0214504308,0.1540805772,0.054502815,5.0157811328,5.1264898136,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
2,1,0,0,-25,1e-04,0.29167,0.023,16,15,4,4,0.266666666666667,0,0.733333333333333,Coexist_or_sp2_extinct,2415.66666666667,-0.226494069,3.42572081425,-0.5629797435,3.051796269,0.26025032525,-0.18743535775,0.21129457075,0.09020608425,4.97662601125,5.21163000275,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging,-0.226494069,3.42572081425,-0.5629797435,3.051796269,0.26025032525,-0.18743535775,0.21129457075,0.09020608425,4.97662601125,5.21163000275,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging
3,1,0,0,-15,1e-04,0.29167,0.023,14,14,10,10,0.714285714285714,0,0.285714285714286,Coexist_or_sp2_extinct,6432.57142857143,-0.596854043,3.6086242251,-0.7168789064,3.5363536926,0.3422843853,0.2547412692,0.1100033636,0.0738872035,5.3016780857,5.3664516519,0.3,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-0.596854043,3.6086242251,-0.7168789064,3.5363536926,0.3422843853,0.2547412692,0.1100033636,0.0738872035,5.3016780857,5.3664516519,0.3,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
4,1,0,0,-10,1e-04,0.29167,0.023,14,14,14,14,1,0,0,Coexist,8999,-0.946185086428571,2.8308560165,-0.920841553714286,2.90819143628571,0.196993045357143,-0.0792217844285714,0.100894244571429,0.0970676818571429,4.84414320607143,4.92983206535714,0.428571428571429,0,0.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-0.946185086428571,2.8308560165,-0.920841553714286,2.90819143628571,0.196993045357143,-0.0792217844285714,0.100894244571429,0.0970676818571429,4.84414320607143,4.92983206535714,0.428571428571429,0,0.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
5,1,0,0,-5,1e-04,0.29167,0.023,14,14,14,14,1,0,0,Coexist,8999,-1.38621565492857,2.58069016171429,-1.50867830221429,2.55558672678571,0.195060161142857,0.0184094507142857,0.1560630515,0.186419656142857,5.03626183878571,5.2822088905,0.928571428571429,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-1.38621565492857,2.58069016171429,-1.50867830221429,2.55558672678571,0.195060161142857,0.0184094507142857,0.1560630515,0.186419656142857,5.03626183878571,5.2822088905,0.928571428571429,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
6,1,0,0,0,1e-04,0.29167,0.023,14,12,12,12,1,0,0,Coexist,8999,-2.20574402075,1.89931319666667,-2.29465573041667,1.7432234965,0.0242260093333333,0.04407123325,0.0937671450833333,0.132248770833333,5.083431712,5.20172680483333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Divergence,-2.20574402075,1.89931319666667,-2.29465573041667,1.7432234965,0.0242260093333333,0.04407123325,0.0937671450833333,0.132248770833333,5.083431712,5.20172680483333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Divergence
7,1,0,0.05,-50,1e-04,0.29167,0.023,14,12,8,8,0.666666666666667,0,0.333333333333333,Coexist_or_sp2_extinct,6010.66666666667,-0.7460978785,3.624375565,-0.750603146625,3.2154792545,0.320388761125,0.07286224125,0.122817982375,0.48626870925,4.974619058,5.525055686125,0.375,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-0.7460978785,3.624375565,-0.750603146625,3.2154792545,0.320388761125,0.07286224125,0.122817982375,0.48626870925,4.974619058,5.525055686125,0.375,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
8,1,0,0.05,-25,1e-04,0.29167,0.023,16,15,12,12,0.8,0,0.2,Coexist_or_sp2_extinct,7208.33333333333,-0.525483949583333,3.21820024733333,-0.683894607583333,3.28085255416667,0.145028578916667,-0.0626729070833333,0.0718497603333333,0.187143465583333,4.99703098333333,4.96044148041667,0.166666666666667,0,0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-0.525483949583333,3.21820024733333,-0.683894607583333,3.28085255416667,0.145028578916667,-0.0626729070833333,0.0718497603333333,0.187143465583333,4.99703098333333,4.96044148041667,0.166666666666667,0,0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
9,1,0,0.05,-15,1e-04,0.29167,0.023,14,12,9,9,0.75,0,0.25,Coexist_or_sp2_extinct,6757.33333333333,-0.720755526666667,3.46331302255556,-0.957827413444444,3.10657294255556,0.261137126111111,-0.0490709008888889,0.111772864222222,0.0788181991111111,5.25143302344444,5.36312238977778,0.555555555555556,0,0.444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-0.720755526666667,3.46331302255556,-0.957827413444444,3.10657294255556,0.261137126111111,-0.0490709008888889,0.111772864222222,0.0788181991111111,5.25143302344444,5.36312238977778,0.555555555555556,0,0.444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
10,1,0,0.05,-10,1e-04,0.29167,0.023,14,12,11,11,0.916666666666667,0,0.0833333333333333,Coexist_or_sp2_extinct,8252.33333333333,-1.12514632463636,3.18195210263636,-0.952466101181818,2.90233530227273,0.154729215909091,-0.0490360205454545,0.111670836181818,0.08671669,5.10268220218182,5.21644842363636,0.545454545454545,0,0.454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-1.12514632463636,3.18195210263636,-0.952466101181818,2.90233530227273,0.154729215909091,-0.0490360205454545,0.111670836181818,0.08671669,5.10268220218182,5.21644842363636,0.545454545454545,0,0.454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
11,1,0,0.05,-5,1e-04,0.29167,0.023,14,14,14,14,1,0,0,Coexist,8999,-1.638619832,2.41812491364286,-1.61305277,2.54495896521429,0.128324657142857,-0.211554407642857,0.0898438790714286,0.0857345499285714,5.20657726685714,5.26541557728571,0.928571428571429,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-1.638619832,2.41812491364286,-1.61305277,2.54495896521429,0.128324657142857,-0.211554407642857,0.0898438790714286,0.0857345499285714,5.20657726685714,5.26541557728571,0.928571428571429,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
12,1,0,0.05,0,1e-04,0.29167,0.023,14,13,13,13,1,0,0,Coexist,8999,-2.07057234361538,1.58779776853846,-2.32263383546154,1.72498851753846,0.0854615632307692,-0.0476704161538462,0.0993656020769231,0.136176164461538,4.90190976876923,5.05709403723077,0.923076923076923,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp1diverging_Divergence,-2.07057234361538,1.58779776853846,-2.32263383546154,1.72498851753846,0.0854615632307692,-0.0476704161538462,0.0993656020769231,0.136176164461538,4.90190976876923,5.05709403723077,0.923076923076923,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp1diverging_Divergence
13,1,0,0.1,-50,1e-04,0.29167,0.023,13,12,12,12,1,0,0,Coexist,8999,-0.701582451583333,2.85705810358333,-0.75778619375,2.94217957116667,0.0616062394166667,-0.158425260666667,0.113324648916667,0.0449285183333333,4.86016761325,4.83988772991667,0.333333333333333,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-0.701582451583333,2.85705810358333,-0.75778619375,2.94217957116667,0.0616062394166667,-0.158425260666667,0.113324648916667,0.0449285183333333,4.86016761325,4.83988772991667,0.333333333333333,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
14,1,0,0.1,-25,1e-04,0.29167,0.023,13,12,12,12,1,0,0,Coexist,8999,-0.708662286833333,3.16525163566667,-0.6166911455,3.292257356,0.0599282923333333,-0.167948792833333,0.11980886,0.06997871675,4.969764175,4.98575372741667,0.416666666666667,0,0.583333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-0.708662286833333,3.16525163566667,-0.6166911455,3.292257356,0.0599282923333333,-0.167948792833333,0.11980886,0.06997871675,4.969764175,4.98575372741667,0.416666666666667,0,0.583333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
15,1,0,0.1,-15,1e-04,0.29167,0.023,13,13,13,13,1,0,0,Coexist,8999,-1.00879726069231,2.66224994084615,-0.999560639153846,3.06298739523077,0.173415560615385,-0.273393414076923,0.213193743153846,0.0601605646923077,4.86332816946154,5.05452597176923,0.692307692307692,0,0.307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-1.00879726069231,2.66224994084615,-0.999560639153846,3.06298739523077,0.173415560615385,-0.273393414076923,0.213193743153846,0.0601605646923077,4.86332816946154,5.05452597176923,0.692307692307692,0,0.307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
16,1,0,0.1,-10,1e-04,0.29167,0.023,13,12,12,12,1,0,0,Coexist,8999,-1.29473201441667,2.7528293265,-1.35358640516667,3.29075268591667,0.152180178333333,-0.213298901583333,0.183072424916667,0.084753078,5.28511648941667,5.35179519,0.833333333333333,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-1.29473201441667,2.7528293265,-1.35358640516667,3.29075268591667,0.152180178333333,-0.213298901583333,0.183072424916667,0.084753078,5.28511648941667,5.35179519,0.833333333333333,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
17,1,0,0.1,-5,1e-04,0.29167,0.023,13,13,13,13,1,0,0,Coexist,8999,-1.80890968830769,2.43987711123077,-1.86502239530769,2.39323582292308,0.121075589923077,-0.152306259,0.142253541153846,0.120411192307692,5.10585561769231,5.25823253169231,0.923076923076923,0,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-1.80890968830769,2.43987711123077,-1.86502239530769,2.39323582292308,0.121075589923077,-0.152306259,0.142253541153846,0.120411192307692,5.10585561769231,5.25823253169231,0.923076923076923,0,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
18,1,0,0.1,0,1e-04,0.29167,0.023,13,13,13,13,1,0,0,Coexist,8999,-1.92451843053846,1.90874471523077,-2.04620684615385,1.87549281792308,0.00186275576923077,-0.129998022461538,0.109095792923077,0.0538758750769231,4.87297151238462,4.94036885569231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Divergence,-1.92451843053846,1.90874471523077,-2.04620684615385,1.87549281792308,0.00186275576923077,-0.129998022461538,0.109095792923077,0.0538758750769231,4.87297151238462,4.94036885569231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Divergence
19,1,0,0.15,-50,1e-04,0.29167,0.023,14,14,14,14,1,0,0,Coexist,8999,-0.596216475857143,2.95976610242857,-0.709453622285714,3.01215325514286,-0.006916762,-0.302570124928571,0.105848079214286,0.0939066659285714,4.67480192657143,4.81207086357143,0.142857142857143,0,0.857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-0.596216475857143,2.95976610242857,-0.709453622285714,3.01215325514286,-0.006916762,-0.302570124928571,0.105848079214286,0.0939066659285714,4.67480192657143,4.81207086357143,0.142857142857143,0,0.857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
20,1,0,0.15,-25,1e-04,0.29167,0.023,16,16,16,16,1,0,0,Coexist,8999,-0.9023874586875,3.050088577875,-1.0018459055625,3.37935221725,0.10643717025,-0.1081947695625,0.1548190201875,0.1224990891875,5.145009465875,5.20765325175,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-0.9023874586875,3.050088577875,-1.0018459055625,3.37935221725,0.10643717025,-0.1081947695625,0.1548190201875,0.1224990891875,5.145009465875,5.20765325175,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
21,1,0,0.15,-15,1e-04,0.29167,0.023,14,14,14,14,1,0,0,Coexist,8999,-0.823122086,3.122994256,-0.981617734,3.10886412321429,0.0573070288571429,-0.342173932285714,0.0992660601428571,0.0656522287142857,5.09091347964286,5.16219503892857,0.571428571428571,0,0.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-0.823122086,3.122994256,-0.981617734,3.10886412321429,0.0573070288571429,-0.342173932285714,0.0992660601428571,0.0656522287142857,5.09091347964286,5.16219503892857,0.571428571428571,0,0.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
22,1,0,0.15,-10,1e-04,0.29167,0.023,14,13,13,13,1,0,0,Coexist,8999,-1.41846617961538,2.75973241776923,-1.37167282207692,2.78405830438462,0.0356024570769231,-0.209921641384615,0.0725706232307692,0.073753867,5.06771208538462,5.079864309,0.923076923076923,0,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-1.41846617961538,2.75973241776923,-1.37167282207692,2.78405830438462,0.0356024570769231,-0.209921641384615,0.0725706232307692,0.073753867,5.06771208538462,5.079864309,0.923076923076923,0,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
23,1,0,0.15,-5,1e-04,0.29167,0.023,14,14,14,14,1,0,0,Coexist,8999,-1.55958736235714,2.05883551842857,-1.66243049778571,2.13415516707143,-0.126665090571429,-0.336912837571429,0.122375727285714,0.0540449859285714,4.65387338807143,4.75932954292857,0.928571428571429,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-1.55958736235714,2.05883551842857,-1.66243049778571,2.13415516707143,-0.126665090571429,-0.336912837571429,0.122375727285714,0.0540449859285714,4.65387338807143,4.75932954292857,0.928571428571429,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
24,1,0,0.15,0,1e-04,0.29167,0.023,14,14,14,14,1,0,0,Coexist,8999,-2.096389442,1.68640013007143,-2.1211647665,1.805296555,-0.0739432745714286,-0.166809830142857,0.139410661357143,0.207134508571429,4.98731165664286,5.03179402485714,0.928571428571429,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp1diverging_Divergence,-2.096389442,1.68640013007143,-2.1211647665,1.805296555,-0.0739432745714286,-0.166809830142857,0.139410661357143,0.207134508571429,4.98731165664286,5.03179402485714,0.928571428571429,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp1diverging_Divergence
25,1,0,0.25,-50,1e-04,0.29167,0.023,14,14,14,14,1,0,0,Coexist,8999,-0.923912267,2.98004054157143,-0.950661699928571,2.85800017735714,-0.0529175372857143,-0.255712038,0.113845342428571,0.0499852857857143,4.829057325,4.91558392457143,0.428571428571429,0,0.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-0.923912267,2.98004054157143,-0.950661699928571,2.85800017735714,-0.0529175372857143,-0.255712038,0.113845342428571,0.0499852857857143,4.829057325,4.91558392457143,0.428571428571429,0,0.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
26,1,0,0.25,-25,1e-04,0.29167,0.023,12,12,12,12,1,0,0,Coexist,8999,-1.138307985,2.54162251825,-1.24758111108333,2.58175855258333,-0.0898984305833333,-0.229147437,0.127478614083333,0.127766945083333,4.72505572391667,4.87765106983333,0.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-1.138307985,2.54162251825,-1.24758111108333,2.58175855258333,-0.0898984305833333,-0.229147437,0.127478614083333,0.127766945083333,4.72505572391667,4.87765106983333,0.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
27,1,0,0.25,-15,1e-04,0.29167,0.023,14,14,14,14,1,0,0,Coexist,8999,-0.950047881642857,2.78489384807143,-1.00521639792857,2.81732695407143,-0.0618354687857143,-0.208301746071429,0.126496035428571,0.133722641142857,4.820205832,4.81998623885714,0.642857142857143,0,0.357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-0.950047881642857,2.78489384807143,-1.00521639792857,2.81732695407143,-0.0618354687857143,-0.208301746071429,0.126496035428571,0.133722641142857,4.820205832,4.81998623885714,0.642857142857143,0,0.357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
28,1,0,0.25,-10,1e-04,0.29167,0.023,14,14,14,14,1,0,0,Coexist,8999,-1.41057261921429,2.54431591442857,-1.24361122771429,2.43956981628571,-0.1387290635,-0.2829825225,0.127057067785714,0.0506316353571429,4.66131356971429,4.69605963157143,0.714285714285714,0,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-1.41057261921429,2.54431591442857,-1.24361122771429,2.43956981628571,-0.1387290635,-0.2829825225,0.127057067785714,0.0506316353571429,4.66131356971429,4.69605963157143,0.714285714285714,0,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
29,1,0,0.25,-5,1e-04,0.29167,0.023,14,14,14,14,1,0,0,Coexist,8999,-1.557551965,2.17528115778571,-1.62776008728571,2.07484854385714,-0.0766631298571429,-0.275353588428571,0.121581619,0.0608223869285714,4.64934903878571,4.77468858164286,0.857142857142857,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-1.557551965,2.17528115778571,-1.62776008728571,2.07484854385714,-0.0766631298571429,-0.275353588428571,0.121581619,0.0608223869285714,4.64934903878571,4.77468858164286,0.857142857142857,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
30,1,0,0.25,0,1e-04,0.29167,0.023,14,14,14,14,1,0,0,Coexist,8999,-2.17927558721429,1.81155751642857,-2.22727152378571,1.76251265135714,-0.256263905142857,-0.106038009642857,0.149521955285714,0.210454928928571,4.9613534505,4.98708974314286,0.928571428571429,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp1diverging_Divergence,-2.17927558721429,1.81155751642857,-2.22727152378571,1.76251265135714,-0.256263905142857,-0.106038009642857,0.149521955285714,0.210454928928571,4.9613534505,4.98708974314286,0.928571428571429,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp1diverging_Divergence
31,1,0,0.35,-50,1e-04,0.29167,0.023,13,13,13,13,1,0,0,Coexist,8999,-0.668398853692308,2.86570413784615,-0.864954774230769,2.69292929915385,-0.179087178923077,-0.396074898846154,0.187073191461538,0.127903395769231,4.30901086115385,4.48306219030769,0.461538461538462,0,0.538461538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-0.668398853692308,2.86570413784615,-0.864954774230769,2.69292929915385,-0.179087178923077,-0.396074898846154,0.187073191461538,0.127903395769231,4.30901086115385,4.48306219030769,0.461538461538462,0,0.538461538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
32,1,0,0.35,-25,1e-04,0.29167,0.023,13,13,13,13,1,0,0,Coexist,8999,-0.984324875538461,2.72056006161538,-1.10237450376923,2.78219199107692,-0.226853633769231,-0.261628714615385,0.143300603076923,0.138209605923077,4.817161712,4.75469072630769,0.615384615384615,0,0.384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-0.984324875538461,2.72056006161538,-1.10237450376923,2.78219199107692,-0.226853633769231,-0.261628714615385,0.143300603076923,0.138209605923077,4.817161712,4.75469072630769,0.615384615384615,0,0.384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
33,1,0,0.35,-15,1e-04,0.29167,0.023,13,13,13,13,1,0,0,Coexist,8999,-1.29620225207692,2.26573436315385,-1.41997132353846,2.44495992007692,-0.169361917769231,-0.283230126153846,0.180358395923077,0.198705285769231,4.757937168,4.82976153223077,0.769230769230769,0,0.230769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-1.29620225207692,2.26573436315385,-1.41997132353846,2.44495992007692,-0.169361917769231,-0.283230126153846,0.180358395923077,0.198705285769231,4.757937168,4.82976153223077,0.769230769230769,0,0.230769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
34,1,0,0.35,-10,1e-04,0.29167,0.023,13,13,13,13,1,0,0,Coexist,8999,-1.27785051753846,2.34710999769231,-1.37137903876923,2.27271742884615,-0.153497262,-0.362873736,0.147265907153846,0.199452523461538,4.70047814192308,4.72375926184615,0.692307692307692,0,0.307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence,-1.27785051753846,2.34710999769231,-1.37137903876923,2.27271742884615,-0.153497262,-0.362873736,0.147265907153846,0.199452523461538,4.70047814192308,4.72375926184615,0.692307692307692,0,0.307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sp2diverging_Divergence
